osm_id,lon,lat,name
44250237,4.1948185,51.8866411,Brielle
44251274,5.8605285,51.8883207,Knooppunt Ressen
44259457,5.3800109,51.8903262,Tiel-West
44260928,4.5622,51.8903729,Rotterdam-Feijenoord
44279035,5.8268416,51.8934526,Elst
44281462,5.3873288,51.893928,Tiel-West
44282814,5.8440643,51.8943854,Elst
44286623,4.2556492,51.8959629,Rozenburg-Centrum
44287425,5.8587329,51.8952639,Knooppunt Ressen
44288707,4.9773368,51.8942433,Noordeloos
44299057,4.5477105,51.8981922,Rotterdam-Feijenoord
44299319,5.8757888,51.8982931,Knooppunt Ressen
44302495,5.1910631,51.8985814,Beesd
44308072,4.2093301,51.9004132,Brielse Maas-Noord
44310867,5.1896194,51.8995212,Beesd
44311242,5.4266929,51.9006588,Tiel
44311745,4.2225689,51.9008299,Brielle
44312998,4.2101318,51.90108,Brielse Maas-Noord
44313227,4.9796943,51.9006993,Noordeloos
44313846,5.7592058,51.901688,Knooppunt Valburg
44313896,5.4385713,51.9013919,Tiel
44317540,5.7817246,51.9023775,Knooppunt Valburg
44325156,6.1594169,51.9044939,Beek
44329110,5.8726341,51.9064772,Knooppunt Ressen
44336174,4.2005808,51.9087677,Brielle
44341727,4.3708418,51.9092088,Vlaardingen-Oost
44346345,6.1489361,51.9100391,Beek
44354686,5.4810451,51.9107106,Echteld
44355197,4.5380469,51.9112595,Capelle aan den IJssel
44363257,4.3685183,51.9119772,Vlaardingen-Oost
44364565,5.7557323,51.9131892,Knooppunt Valburg
44369786,5.8742174,51.9143305,Elst
44371498,4.541515,51.914707,Fascinatio
44375000,4.5504152,51.9152907,Fascinatio
44378054,5.4912697,51.9150717,Echteld
44378583,5.7719477,51.9163145,Knooppunt Valburg
44378701,5.7236661,51.9157879,Andelst
44380499,5.7309857,51.916078,Andelst
44382889,6.1422387,51.9166912,Knooppunt Oud-Dijk
44383327,6.134475,51.9170394,Knooppunt Oud-Dijk
44386938,4.326209,51.9174025,Vlaardingen-West
44387548,4.5769874,51.9174418,Capelle-West
44391600,5.8748357,51.919202,Elst
44394899,4.3355644,51.9192381,Vlaardingen-West
44395288,4.1819422,51.918036,Havens 5500-5700
44396894,5.5725405,51.9197784,Ochten
44397464,4.5344671,51.9201386,Capelle aan den IJssel
44402529,4.343108,51.9209272,Vlaardingen
44402942,5.6367617,51.921263,Dodewaard
44406962,4.3664243,51.9212142,Knooppunt Kethelplein
44409789,4.4142656,51.9225115,Rotterdam-Delfshaven
